time,.m_nShipID,.m_fltHeading,.m_fltVel_U,.m_fltPos_X,.m_fltPos_Y,.RD,.RC,.K,.DCPA,.TCPA,.UDCPA,UTCPA,.UD,.UB,.UK,.CRI,.Rf,.Ra,.Rs,.Rp,.encounter_classification
2024/07/31/12:42:09.746916,"[2000, 2001, 2002, 2003]","(-0.426891028881073, 101.24634552001953, -113.32628631591797, 82.17741394042969)","(0.6430186629295349, 0.40473702549934387, 0.49753743410110474, 0.34683510661125183)","(3.65750789642334, -991.4928588867188, 248.8785858154297, -991.2496337890625)","(199.9944305419922, -995.742919921875, 274.3796691894531, -996.939208984375)","[1555.6710368638894, 256.25493563125025, 1556.4352441697206]","[2.6337740515538806, 3.6353195601711397, 2.6124523319884694]","[230.65802902581345, 17.301514009668075, 230.69308185071313]","[1582.1261257653152, 358.8335843681482, 1577.128343830106]","[-348.3042981181498, 263.0410355211415, -368.4164653594667]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029788560996240332, 0.999642024307863, 0.029857989491058723]","[0.33787489134061643, 0.4021967278064792, 0.2929736711130437]","[0.013, 0.08, 0.012]","[6.462755005775643, 5.1688461274319515, 6.6194953103059975]","[4.077077983083989, 4.077077983083989, 4.077077983083989]","[3.2572927602617296, 4.026726154798471, 3.3952522772256892]","[2.5408267130534403, 3.1179017589559965, 2.64429635077641]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:09.846428,"[2000, 2001, 2002, 2003]","(-0.4331921935081482, 101.76964569091797, -113.90983581542969, 82.60193634033203)","(0.643241822719574, 0.40456175804138184, 0.49747326970100403, 0.3465467393398285)","(3.7218310832977295, -991.4876098632812, 248.87461853027344, -991.234375)","(199.99407958984375, -995.7028198242188, 274.330078125, -996.9081420898438)","[1555.6777358287102, 256.1752937078233, 1556.442447241118]","[2.636889838642039, 3.6309352151034218, 2.614339923463589]","[230.6617048493258, 17.301710034066566, 230.69725474356505]","[1583.019991067204, 358.8722935462159, 1577.6154364977276]","[-352.8989748557831, 262.2922621601978, -371.3564166083429]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.02979583730771468, 0.9996421069216594, 0.029866260804204958]","[0.33753080860550316, 0.40178847726308475, 0.2926886568634404]","[0.013, 0.08, 0.012]","[6.464146354216181, 5.174797511004454, 6.621158760671048]","[4.077304447676654, 4.077304447676654, 4.077304447676654]","[3.258583050190874, 4.022494555552681, 3.396790034501986]","[2.541794430500298, 3.1147280595216538, 2.645449668733632]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:09.946921,"[2000, 2001, 2002, 2003]","(-0.43948766589164734, 102.29814910888672, -114.49699401855469, 83.03065490722656)","(0.6434655785560608, 0.4043874144554138, 0.49746033549308777, 0.34625911712646484)","(3.78682017326355, -991.4827270507812, 248.87008666992188, -991.21923828125)","(199.9937286376953, -995.6622924804688, 274.280029296875, -996.8765869140625)","[1555.6847699982854, 256.0943443365295, 1556.4497807189596]","[2.6400405118327206, 3.626554911562555, 2.6162506503437934]","[230.66533572073598, 17.301878413110384, 230.70138816766956]","[1583.938110353671, 358.9057706920806, 1578.1139064690392]","[-357.5178443668239, 261.53195044471244, -374.3181285750501]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029803025631081115, 0.9996421778768092, 0.029874455172418157]","[0.33718172624208786, 0.40140775874988555, 0.2924017464150296]","[0.013, 0.08, 0.012]","[6.465537166119698, 5.18078621780454, 6.622821953806954]","[4.077531468947031, 4.077531468947031, 4.077531468947031]","[3.2598731444195845, 4.018232044856859, 3.3983278884828585]","[2.5427620011718317, 3.111531176499788, 2.646603059219287]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:10.046663,"[2000, 2001, 2002, 2003]","(-0.44559791684150696, 102.81616973876953, -115.0695571899414, 83.45083618164062)","(0.6436833143234253, 0.4042191803455353, 0.4974985420703888, 0.34598079323768616)","(3.850543975830078, -991.4782104492188, 248.86512756347656, -991.20458984375)","(199.99339294433594, -995.6224975585938, 274.23101806640625, -996.8456420898438)","[1555.6918069292465, 256.01449638112706, 1556.4571007302638]","[2.643132332266634, 3.622312908085225, 2.61812746259459]","[230.6688244614798, 17.302022279298345, 230.7053731080438]","[1584.8528121302872, 358.93303698161725, 1578.608864316297]","[-362.0241089854451, 260.7835995752851, -377.21314816990065]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029809933498569308, 0.9996422384966384, 0.02988235639072434]","[0.3368380689501287, 0.40106598697419155, 0.292121506055261]","[0.013, 0.08, 0.012]","[6.466886254979291, 5.1866269152684135, 6.624435604517998]","[4.077752335989132, 4.077752335989132, 4.077752335989132]","[3.261124837645646, 4.01407195045261, 3.39982026756796]","[2.5437007710913773, 3.1084111056966006, 2.647722343533113]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:10.146985,"[2000, 2001, 2002, 2003]","(-0.4517131745815277, 103.33939361572266, -115.64414978027344, 83.87521362304688)","(0.6439016461372375, 0.40405184030532837, 0.497588187456131, 0.3457031548023224)","(3.9149329662323, -991.4740600585938, 248.85960388183594, -991.1900634765625)","(199.99302673339844, -995.5823364257812, 274.18157958984375, -996.8142700195312)","[1555.699202149314, 255.93335923937073, 1556.4645742192063]","[2.6462588414932706, 3.6180843709909363, 2.6200272143462993]","[230.67227969113807, 17.30216223175316, 230.70933001814478]","[1585.7917100247323, 358.95500151937284, 1579.1152149372579]","[-366.55504960774516, 260.0254969397806, -380.12980136082183]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029816775912355264, 0.9996422974624413, 0.029890203210666988]","[0.3364893942790471, 0.40075265870675475, 0.291839340157472]","[0.013, 0.08, 0.012]","[6.468234914130052, 5.192489505923172, 6.626049190910857]","[4.077973761814779, 4.077973761814779, 4.077973761814779]","[3.2623764235628605, 4.009894555873001, 3.4013129062981746]","[2.544639460529288, 3.105278059761894, 2.648841822580774]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:10.246684,"[2000, 2001, 2002, 2003]","(-0.4577764868736267, 103.86260223388672, -116.21429443359375, 84.29954528808594)","(0.6441184282302856, 0.4038870930671692, 0.49772897362709045, 0.345429003238678)","(3.979343891143799, -991.4702758789062, 248.8535614013672, -991.17578125)","(199.99266052246094, -995.5421142578125, 274.1321716308594, -996.7828369140625)","[1555.7068021804773, 255.85171619312968, 1556.4721731060754]","[2.649388845200713, 3.61391618709657, 2.621930924684847]","[230.67567057668273, 17.30228807949265, 230.7132260359354]","[1586.7455482586483, 358.9713213283915, 1579.6280353936181]","[-371.0654316216856, 259.26591320095116, -383.03874529599193]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029823491775714195, 0.9996423504813929, 0.02989793042518002]","[0.3361391246271329, 0.4004716051694687, 0.29155804416225817]","[0.013, 0.08, 0.012]","[6.46956974826296, 5.198308300476169, 6.62764666442865]","[4.078193570573472, 4.078193570573472, 4.078193570573472]","[3.263615476453726, 4.0057480272570425, 3.40279096605007]","[2.5455687501974373, 3.102168163299925, 2.6499503673946956]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:10.346953,"[2000, 2001, 2002, 2003]","(-0.46379220485687256, 104.38578796386719, -116.77940368652344, 84.72383117675781)","(0.6443336606025696, 0.4037248492240906, 0.4979197382926941, 0.34515827894210815)","(4.043776035308838, -991.4668579101562, 248.8469696044922, -991.1617431640625)","(199.99227905273438, -995.5018920898438, 274.08282470703125, -996.7512817382812)","[1555.7146417892004, 255.76955192306, 1556.4798383003897]","[2.652522280839517, 3.6098109555429163, 2.6238385502775747]","[230.67900256954962, 17.30241592336312, 230.7170637377311]","[1587.714323186869, 358.9820250089907, 1580.1472835220477]","[-375.5555703556636, 258.5057275605629, -385.9401072831356]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029830091838563222, 0.9996424043372814, 0.02990554309180188]","[0.3357871951832846, 0.40022237084327744, 0.2912775785423347]","[0.013, 0.08, 0.012]","[6.470891011490545, 5.204077541862933, 6.629228201168007]","[4.078411763259562, 4.078411763259562, 4.078411763259562]","[3.2648422173842153, 4.001637449318755, 3.404254598621675]","[2.5464888058953044, 3.0990852298462097, 2.651048091823399]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:10.447036,"[2000, 2001, 2002, 2003]","(-0.4697635769844055, 104.90895080566406, -117.33894348144531, 85.14807891845703)","(0.6445473432540894, 0.40356510877609253, 0.498160183429718, 0.3448909819126129)","(4.108229637145996, -991.4638061523438, 248.83985900878906, -991.1478881835938)","(199.9918975830078, -995.461669921875, 274.03350830078125, -996.7196655273438)","[1555.7227328964236, 255.68688208421642, 1556.4875896193773]","[2.6556590627089816, 3.605771493305873, 2.6257500140567287]","[230.6822792724756, 17.30253724039114, 230.72084988889566]","[1588.698002259523, 358.98717080515627, 1580.6729632120844]","[-380.02571169596257, 257.74553507286544, -388.83372589151804]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029836583194478628, 0.9996424554399042, 0.029913054583231624]","[0.33543360782143955, 0.40000508932404016, 0.2909979519658033]","[0.013, 0.08, 0.012]","[6.472198715938639, 5.209791997987853, 6.630793815837782]","[4.078628340859399, 4.078628340859399, 4.078628340859399]","[3.2660566544190717, 3.9975674455141603, 3.4057038137690747]","[2.5473996336714464, 3.096032726992763, 2.6521350031839486]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:10.546622,"[2000, 2001, 2002, 2003]","(-0.4756943881511688, 105.43209075927734, -117.89241790771484, 85.57228088378906)","(0.6447594165802002, 0.40340784192085266, 0.4984495937824249, 0.3446270525455475)","(4.172704696655273, -991.4611206054688, 248.8321990966797, -991.1343383789062)","(199.9915008544922, -995.42138671875, 273.9842529296875, -996.68798828125)","[1555.7310169203836, 255.60369066284045, 1556.4954934123925]","[2.6587990938091184, 3.601800161502654, 2.627665215111473]","[230.68550267360513, 17.302667619500113, 230.72458446088197]","[1589.6964864273707, 358.9868050629046, 1581.2051520073571]","[-384.47615807493327, 256.98596838048854, -391.7197638404479]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029842969742094605, 0.9996425103556967, 0.02992046479893362]","[0.3350783696901899, 0.39981963499587136, 0.2907191494512225]","[0.013, 0.08, 0.012]","[6.473492709977056, 5.215446698739411, 6.632343449084673]","[4.078843243957445, 4.078843243957445, 4.078843243957445]","[3.2672586338660636, 3.9935421414149994, 3.4071385363304367]","[2.5483011182566906, 3.093013748918392, 2.65321104510497]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:10.646637,"[2000, 2001, 2002, 2003]","(-0.48152875900268555, 105.94998168945312, -118.43399810791016, 85.99220275878906)","(0.6449679136276245, 0.40325453877449036, 0.498783141374588, 0.3443690538406372)","(4.236555099487305, -991.4588012695312, 248.8240966796875, -991.12109375)","(199.99111938476562, -995.3815307617188, 273.935546875, -996.6566162109375)","[1555.739479013418, 255.52083076974534, 1556.5034415413868]","[2.6619109844709485, 3.5979369193959347, 2.6295649979809954]","[230.68864740691973, 17.30280059029077, 230.7282391991675]","[1590.6996224269235, 358.98112495940717, 1581.7384102329836]","[-388.8630623239743, 256.23519981868736, -394.56944951657135]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029849201175832896, 0.9996425663587651, 0.0299277176206334]","[0.3347249610919746, 0.3996667805652794, 0.2904438776941798]","[0.013, 0.08, 0.012]","[6.474760924879084, 5.220982420847422, 6.6338624391912]","[4.079054480957041, 4.079054480957041, 4.079054480957041]","[3.2684369446077377, 3.9896048660634396, 3.408545200177173]","[2.549184851312946, 3.0900607924047225, 2.6542660429900224]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:10.746928,"[2000, 2001, 2002, 2003]","(-0.4874447286128998, 106.47830963134766, -118.9795150756836, 86.42056274414062)","(0.645179033279419, 0.40310055017471313, 0.49917012453079224, 0.34410911798477173)","(4.3017168045043945, -991.456787109375, 248.81527709960938, -991.1078491210938)","(199.99070739746094, -995.3408813476562, 273.88592529296875, -996.6244506835938)","[1555.7483460760589, 255.43577565242822, 1556.51159706179]","[2.665088957201531, 3.5940676923310253, 2.631506945709751]","[230.6918086048072, 17.30295306313624, 230.73191905285213]","[1591.7379413558, 358.96995362923224, 1582.2889537101976]","[-393.31934266483313, 255.47127457448343, -397.46941826387456]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029855465982699114, 0.9996426305700816, 0.02993502129696024]","[0.33436266559943645, 0.399541720178844, 0.2901637748331135]","[0.013, 0.08, 0.012]","[6.476041318173758, 5.226561063484011, 6.635396486709677]","[4.079268332515325, 4.079268332515325, 4.079268332515325]","[3.269626839955669, 3.98564093195059, 3.4099661005005832]","[2.550077272823895, 3.0870878418200856, 2.6553317182325804]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:10.846776,"[2000, 2001, 2002, 2003]","(-0.49332672357559204, 107.00662231445312, -119.51773071289062, 86.84888458251953)","(0.645388662815094, 0.40294894576072693, 0.49960216879844666, 0.3438524901866913)","(4.3668999671936035, -991.4552001953125, 248.805908203125, -991.0949096679688)","(199.99029541015625, -995.3002319335938, 273.8363342285156, -996.5922241210938)","[1555.7575039450253, 255.35018556201499, 1556.5199169280938]","[2.668270264026969, 3.5902709725101434, 2.633452727208768]","[230.6949231633021, 17.303111314268733, 230.73555427537391]","[1592.791396101172, 358.9534820208623, 1582.8462064760427]","[-397.7567439334928, 254.70994993792021, -400.3620842361631]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029861639093727632, 0.9996426972087264, 0.029942237388804027]","[0.33399850920311047, 0.3994465800619558, 0.28988436756885827]","[0.013, 0.08, 0.012]","[6.4773087574391, 5.23206803613044, 6.636915215714247]","[4.079480632373272, 4.079480632373272, 4.079480632373272]","[3.2708049731976505, 3.981732767374724, 3.4113731244788164]","[2.5509608727553807, 3.084156718388186, 2.6563869862162552]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:10.946854,"[2000, 2001, 2002, 2003]","(-0.49906259775161743, 107.52445983886719, -120.03804016113281, 87.26868438720703)","(0.6455926299095154, 0.40280264616012573, 0.500068724155426, 0.3436041474342346)","(4.430812358856201, -991.4539794921875, 248.7961883544922, -991.0823974609375)","(199.98988342285156, -995.2603759765625, 273.78778076171875, -996.5606079101562)","[1555.7666960016506, 255.26577853341846, 1556.5281688876032]","[2.6713917090521972, 3.586620055013224, 2.6353635520150083]","[230.69793593248608, 17.30328286895682, 230.73908163962554]","[1593.838543778658, 358.9323343719954, 1583.3988290438024]","[-402.08810326120516, 253.9664545656049, -403.1900905029369]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.02986761114909886, 0.9996427694424057, 0.029949240325297943]","[0.3336397804794497, 0.3993821447041573, 0.2896111972383297]","[0.013, 0.08, 0.012]","[6.478538301088233, 5.237394651523366, 6.638388780150297]","[4.079687157221712, 4.079687157221712, 4.079687157221712]","[3.271948141369704, 3.9779573853850216, 3.412738597727996]","[2.5518182488844205, 3.081325181895909, 2.6574110911531394]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:11.046521,"[2000, 2001, 2002, 2003]","(-0.5047706961631775, 108.04750061035156, -120.55596923828125, 87.69268035888672)","(0.6457951068878174, 0.402657151222229, 0.5005816221237183, 0.3433564603328705)","(4.494744300842285, -991.4530639648438, 248.7858428955078, -991.0700073242188)","(199.9894561767578, -995.2200927734375, 273.7388000488281, -996.528564453125)","[1555.7757594994514, 255.1806372165939, 1556.5361735846511]","[2.6745473513781937, 3.5830058003823297, 2.637296702745079]","[230.70090133836968, 17.303376276048176, 230.74256682607236]","[1594.9101515837722, 358.9068815887487, 1583.9628206713978]","[-406.4448328879017, 253.21976052811323, -406.03876687993403]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0298734899838079, 0.999642808768707, 0.02995616044306837]","[0.33327659878874644, 0.399346249152507, 0.28933680699443187]","[0.013, 0.08, 0.012]","[6.479759192995655, 5.242697079850385, 6.63985423349486]","[4.079892133839555, 4.079892133839555, 4.079892133839555]","[3.2730833288674117, 3.974196011579519, 3.4140965329942077]","[2.5526696395077018, 3.0785041515417824, 2.6584295426027986]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:11.146452,"[2000, 2001, 2002, 2003]","(-0.5105668902397156, 108.57052612304688, -121.06609344482422, 88.11664581298828)","(0.6460002064704895, 0.40251389145851135, 0.501134991645813, 0.34311187267303467)","(4.559988975524902, -991.4525756835938, 248.7749481201172, -991.057861328125)","(199.989013671875, -995.1798706054688, 273.6899108886719, -996.4965209960938)","[1555.785975660139, 255.0937465703443, 1556.5451647228163]","[2.677706882155624, 3.5794607108765013, 2.639234676533477]","[230.70390672492348, 17.303697830893565, 230.74609572033472]","[1595.9978226860244, 358.87500930368145, 1584.5347508685043]","[-410.7846279779777, 252.47491136253913, -408.88210276080207]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029879448752391735, 0.9996429441333448, 0.02996316827557427]","[0.3329095420684141, 0.3993357537542089, 0.28906125473792277]","[0.013, 0.08, 0.012]","[6.480984390503813, 5.247928581553966, 6.641321160688978]","[4.080099725408811, 4.080099725408811, 4.080099725408811]","[3.274223163733845, 3.970508279647893, 3.4154567369839057]","[2.5535245156575264, 3.0757383525930626, 2.659449695595072]","['Safe', 'Starboard crossing', 'Safe']"
2024/07/31/12:42:11.246702,"[2000, 2001, 2002, 2003]","(-0.5162806510925293, 109.09353637695312, -121.5682601928711, 88.54056549072266)","(0.6462017297744751, 0.4023728668689728, 0.5017275214195251, 0.3428703546524048)","(4.624607563018799, -991.4524536132812, 248.76351928710938, -991.0459594726562)","(199.98858642578125, -995.1395874023438, 273.64105224609375, -996.46435546875)","[1555.7959939653244, 255.0069507692207, 1556.5538318798929]","[2.6808690779441844, 3.5759892160591176, 2.641175660046853]","[230.70683598746857, 17.30393053181518, 230.7495504993137]","[1597.0994176886072, 358.83925651981536, 1585.1125283673155]","[-415.1067081405875, 251.73498530258016, -411.71775913572566]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.02988525724250274, 0.9996430420772364, 0.029970029832653455]","[0.3325416078487034, 0.3993531766794027, 0.2887871766853605]","[0.013, 0.08, 0.012]","[6.482188557696576, 5.253078831951738, 6.64276526905996]","[4.0803036580274075, 4.0803036580274075, 4.0803036580274075]","[3.27534349512912, 3.9668754808510616, 3.4167957523504087]","[2.554364764203983, 3.073013753495439, 2.660453957119949]","['Safe', 'Starboard crossing', 'Safe']"
