time,.m_nShipID,.m_fltHeading,.m_fltVel_U,.m_fltPos_X,.m_fltPos_Y,.RD,.RC,.K,.DCPA,.TCPA,.UDCPA,UTCPA,.UD,.UB,.UK,.CRI,.Rf,.Ra,.Rs,.Rp,.encounter_classification
2024/07/31/12:38:05.645453,"[2000, 2001, 2002, 2003]","(-7.3275370597839355, 159.444580078125, -126.63484191894531, 255.25701904296875)","(0.6412554979324341, 0.4096237123012543, 0.6778061985969543, 0.33259743452072144)","(162.5401611328125, -996.5439453125, 146.8056640625, -1003.1902465820312)","(199.58180236816406, -999.8759765625, 166.04803466796875, -1001.0339965820312)","[1667.9853904781294, 37.04180587630024, 1673.4413688110185]","[2.9238198739573393, 3.5595675426351288, 3.4628949374461904]","[233.3082341348181, 252.19093268906627, 233.17214758015106]","[1882.4275038108012, 46.42879562866516, 2237.4805022479454]","[-834.8033207923689, -24.565299814712812, -1952.8955009377341]","[0, 0.00040613374473175146, 0]","[0, 0, 0]","[0, 0, 0]","[0.03530146529852185, 0.09214107778917802, 0.03500518577761025]","[0.2940262187597066, 0.5126204169607066, 0.2821758077143623]","[0.012, 0.023, 0.012]","[6.442249060293079, 5.715032868766176, 6.651117123039319]","[4.075287016077091, 4.075287016077091, 4.075287016077091]","[3.238732512834667, 2.5989441319315154, 3.422489917089121]","[2.526906527483143, 2.0470652418057793, 2.6647245806739837]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:38:05.745416,"[2000, 2001, 2002, 2003]","(-7.1648454666137695, 159.8792724609375, -126.63484191894531, 255.67572021484375)","(0.6414013504981995, 0.4100409150123596, 0.6778061985969543, 0.3324953615665436)","(162.60354614257812, -996.5762329101562, 146.765625, -1003.2083740234375)","(199.5719757080078, -999.8513793945312, 165.9941864013672, -1001.0614624023438)","[1668.0271216426884, 37.1256664042944, 1673.5108068405195]","[2.9284606092513368, 3.560868241541126, 3.4666059058642986]","[233.14235766713455, 251.9126015164745, 233.0078744551416]","[1885.5740093672612, 46.58251357724902, 2239.480995956494]","[-840.5357053312525, -24.668460488339804, -1959.7676086503714]","[0, 9.642076949922807e-05, 0]","[0, 0, 0]","[0, 0, 0]","[0.03494052215240778, 0.09105006628657059, 0.03464946777111283]","[0.2938825501992367, 0.5124414032583381, 0.28205659837291214]","[0.012, 0.023, 0.012]","[6.4417206074421784, 5.7157389349689, 6.6519668717443015]","[4.075435282558814, 4.075435282558814, 4.075435282558814]","[3.2383099682799616, 2.599583548873371, 3.423286874286152]","[2.526589619067114, 2.047544804512171, 2.665322298571757]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:38:05.845169,"[2000, 2001, 2002, 2003]","(-6.999470233917236, 160.3221435546875, -126.63484191894531, 256.10296630859375)","(0.6415449976921082, 0.41046616435050964, 0.6778061985969543, 0.33239245414733887)","(162.66758728027344, -996.6094360351562, 146.7247772216797, -1003.2267456054688)","(199.56216430664062, -999.8265380859375, 165.9392547607422, -1001.0895385742188)","[1668.0697856588563, 37.21129776217995, 1673.5813221358715]","[2.9331863823961926, 3.562193030687929, 3.470383024127993]","[232.97375343942653, 251.63079512584457, 232.84091063114383]","[1888.787963168843, 46.73913072216738, 2241.504813323306]","[-846.3523823575273, -24.77320551371025, -1966.7879016040295]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.034575845892218626, 0.08995399446422286, 0.0342900783156862]","[0.2937358278787327, 0.5122616245404693, 0.2819373140214979]","[0.012, 0.023, 0.012]","[6.441161427011428, 5.716434169808898, 6.652810034054732]","[4.075581287032701, 4.075581287032701, 4.075581287032701]","[3.2378596959826798, 2.600213194761152, 3.424077328103363]","[2.5262519148441527, 2.048017038928007, 2.665915138934665]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:38:05.945130,"[2000, 2001, 2002, 2003]","(-6.834624767303467, 160.760009765625, -126.63483428955078, 256.52587890625)","(0.6416835188865662, 0.41088640689849854, 0.6778061985969543, 0.33229175209999084)","(162.73104858398438, -996.6425170898438, 146.684326171875, -1003.2446899414062)","(199.55259704589844, -999.80224609375, 165.88485717773438, -1001.1175537109375)","[1668.1125376209707, 37.29640019186431, 1673.6512684781487]","[2.937874945996885, 3.5635162826076816, 3.474135065161646]","[232.8057154186294, 251.35121623951954, 232.67450580729562]","[1891.9863716375964, 46.89474924994219, 2243.5028963950485]","[-852.1059804937997, -24.87699903826274, -1973.7427517618662]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.034214597339624786, 0.08887505950793007, 0.033934047760933506]","[0.2935918325668919, 0.5120846420792332, 0.28182071789541496]","[0.012, 0.023, 0.012]","[6.440594834911001, 5.717104449593577, 6.653626909910898]","[4.075722062469341, 4.075722062469341, 4.075722062469341]","[3.237401362666008, 2.6008202754593985, 3.424842955070606]","[2.525908164856649, 2.048472349451692, 2.666489359160098]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:38:06.045092,"[2000, 2001, 2002, 2003]","(-6.670283317565918, 161.193115234375, -126.63483428955078, 256.944580078125)","(0.6418169736862183, 0.411301851272583, 0.6778061985969543, 0.3321932256221771)","(162.79388427734375, -996.675537109375, 146.644287109375, -1003.26220703125)","(199.54324340820312, -999.7783813476562, 165.83102416992188, -1001.1453247070312)","[1668.155278254675, 37.38088670463752, 1673.7204606578034]","[2.9425281280807964, 3.564838020075968, 3.4778630405044786]","[232.63821383368656, 251.0738661120864, 232.5086302585276]","[1895.1698415791825, 47.04924825616625, 2245.4757001762086]","[-857.7991884911692, -24.979769902339775, -1980.6336962004514]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.03385668473229231, 0.087813025099364, 0.033581285485184686]","[0.29345047220924464, 0.511910399750471, 0.28170680821533484]","[0.012, 0.023, 0.012]","[6.440020501547261, 5.717750078611722, 6.654417831572139]","[4.075857671499992, 4.075857671499992, 4.075857671499992]","[3.236934698595192, 2.601405062687486, 3.425584064211615]","[2.525558166803537, 2.048910939872757, 2.6670451910158537]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:38:06.145419,"[2000, 2001, 2002, 2003]","(-6.502840995788574, 161.6343994140625, -126.63483428955078, 257.3717041015625)","(0.6419549584388733, 0.41172438859939575, 0.6778061985969543, 0.33209389448165894)","(162.85804748535156, -996.70947265625, 146.6034393310547, -1003.2799072265625)","(199.53382873535156, -999.75439453125, 165.7760772705078, -1001.173828125)","[1668.1994514665162, 37.467393339816994, 1673.7911881178577]","[2.947271555112406, 3.5661843049366793, 3.481658086276426]","[232.46755178272485, 250.79168027989527, 232.3396328816651]","[1898.4245559889973, 47.2072093851703, 2247.472045526797]","[-863.578609167377, -25.084469308643428, -1987.651750184314]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.03349425395270883, 0.08674091716157734, 0.03322407110134712]","[0.2933030016892897, 0.5117311334694229, 0.2815899019669988]","[0.012, 0.023, 0.012]","[6.439445867211001, 5.718417483061488, 6.6552285488729535]","[4.075997865489656, 4.075997865489656, 4.075997865489656]","[3.236469032056504, 2.602009607381815, 3.4263441591272503]","[2.525208916899521, 2.049364348393504, 2.6676152622025806]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:38:06.245351,"[2000, 2001, 2002, 2003]","(-6.335507869720459, 162.0753173828125, -126.63483428955078, 257.798828125)","(0.6420901417732239, 0.41214531660079956, 0.6778061985969543, 0.33199572563171387)","(162.92222595214844, -996.74365234375, 146.56259155273438, -1003.2974243164062)","(199.5245819091797, -999.7305908203125, 165.7211456298828, -1001.2024536132812)","[1668.2440625553097, 37.55419354479184, 1673.8620078368044]","[2.952013460529276, 3.5675314410678913, 3.48544909262321]","[232.29700107235698, 250.5102131914157, 232.17075586741493]","[1901.6873119258976, 47.36551461035914, 2249.4539570966513]","[-869.3360059079824, -25.189122062824342, -1994.6719405904994]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.03313430700801334, 0.08567998337882676, 0.032869310035721355]","[0.2931539094745408, 0.511553027355917, 0.28147422370476455]","[0.012, 0.023, 0.011]","[6.438864210470333, 5.719071200021917, 6.656024956668121]","[4.07613519535256, 4.07613519535256, 4.07613519535256]","[3.2359963242938887, 2.6026017873296676, 3.4270907476741086]","[2.5248543860775596, 2.0498084833543935, 2.668175203612724]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:38:06.344947,"[2000, 2001, 2002, 2003]","(-6.171500205993652, 162.507080078125, -126.63483428955078, 258.21746826171875)","(0.6422197222709656, 0.4125564694404602, 0.6778061985969543, 0.3319006562232971)","(162.98516845703125, -996.77734375, 146.52255249023438, -1003.3143310546875)","(199.51564025878906, -999.70751953125, 165.66729736328125, -1001.2305908203125)","[1668.2882261033926, 37.63954794018783, 1673.9314110196465]","[2.956660481553226, 3.5688535957767287, 3.4891624098266054]","[232.1298433369878, 250.23487916200318, 232.005245411266]","[1904.893255384091, 47.52102653366482, 2251.3830782263467]","[-874.9589135740945, -25.291677106863848, -2001.5553815408255]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.03278369488894506, 0.08465028702286148, 0.03252374805788827]","[0.29300659050915545, 0.5113796399059563, 0.2813621267128769]","[0.012, 0.023, 0.011]","[6.438286065058307, 5.719697695120152, 6.656790828588388]","[4.076266816829959, 4.076266816829959, 4.076266816829959]","[3.235525036618428, 2.603169339105494, 3.427808599687858]","[2.5245009203209636, 2.0502341471862633, 2.6687135926230363]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:38:06.445185,"[2000, 2001, 2002, 2003]","(-6.005758285522461, 162.94287109375, -126.63483428955078, 258.64031982421875)","(0.6423477530479431, 0.4129696786403656, 0.6778061985969543, 0.3318057656288147)","(163.04879760742188, -996.8116455078125, 146.4821014404297, -1003.3312377929688)","(199.50674438476562, -999.6845092773438, 165.6129150390625, -1001.2591552734375)","[1668.3333731691139, 37.726047166440765, 1674.001633082509]","[2.961355108768817, 3.570191510938928, 3.4929117683524753]","[231.9609220445989, 249.95720268513432, 231.83799524575844]","[1908.140335829643, 47.67848042851048, 2253.3187754339187]","[-880.6208456701239, -25.395263562126882, -2008.5108077712036]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.03243156394184937, 0.08361992502690135, 0.032176686781303365]","[0.2928561321319619, 0.5112055956274113, 0.28125013525256215]","[0.012, 0.022, 0.011]","[6.437696126789852, 5.720316574858451, 6.657549988178642]","[4.076396848240282, 4.076396848240282, 4.076396848240282]","[3.2350428758255063, 2.603730021976222, 3.428520050201972]","[2.5241392997262726, 2.050654659339309, 2.6692471805086218]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:38:06.545055,"[2000, 2001, 2002, 2003]","(-5.839857578277588, 163.3785400390625, -126.63483428955078, 259.0631103515625)","(0.6424728631973267, 0.4133804440498352, 0.6778061985969543, 0.3317119777202606)","(163.11244201660156, -996.8461303710938, 146.44166564941406, -1003.347900390625)","(199.49798583984375, -999.6617431640625, 165.5585174560547, -1001.287841796875)","[1668.378937470801, 37.812826678447756, 1674.0718828880526]","[2.966052729789082, 3.571532529978545, 3.4966605476516497]","[231.79184634942206, 249.67998189953505, 231.67059822496176]","[1911.3973020103056, 47.836286736238534, 2255.2417304616188]","[-886.2681501655188, -25.498814296575375, -2015.468003643114]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.03208129973057189, 0.08259932432975886, 0.03183146184177882]","[0.2927036366024058, 0.5110326286989973, 0.2811393651203588]","[0.012, 0.022, 0.011]","[6.43710091473696, 5.720921218919884, 6.658294563116394]","[4.076523898086307, 4.076523898086307, 4.076523898086307]","[3.234555183530404, 2.604277836600264, 3.4292177056217823]","[2.5237735305049465, 2.051065520307341, 2.6697704220734795]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:38:06.645390,"[2000, 2001, 2002, 2003]","(-5.6737260818481445, 163.8138427734375, -126.63483428955078, 259.48590087890625)","(0.642595112323761, 0.41378897428512573, 0.6778061985969543, 0.3316192924976349)","(163.17611694335938, -996.880859375, 146.40121459960938, -1003.3643188476562)","(199.4893798828125, -999.6392211914062, 165.50413513183594, -1001.316650390625)","[1668.4249830016613, 37.89989168051098, 1674.1421819860375]","[2.970752408540648, 3.5728772184258037, 3.500409936857211]","[231.62254273233648, 249.40307036117974, 231.50298233434805]","[1914.6633028907281, 47.99447791989778, 2257.152475223133]","[-891.899690598271, -25.60236247766822, -2022.4278591287407]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.03173275130502695, 0.08158787393561107, 0.03148792587322519]","[0.292549660372499, 0.5108606574400278, 0.2810297921670482]","[0.012, 0.022, 0.011]","[6.436500104685722, 5.721511923492258, 6.659024795957737]","[4.076648027949808, 4.076648027949808, 4.076648027949808]","[3.234061693208575, 2.6048130493398696, 3.429901797833087]","[2.523403412763574, 2.0514669298620447, 2.670283491231958]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:38:06.745330,"[2000, 2001, 2002, 2003]","(-5.507292747497559, 164.2491455078125, -126.63483428955078, 259.90869140625)","(0.6427143812179565, 0.4141945242881775, 0.6778061985969543, 0.3315277397632599)","(163.23983764648438, -996.9158325195312, 146.3607635498047, -1003.3805541992188)","(199.4809112548828, -999.6170043945312, 165.44973754882812, -1001.3455810546875)","[1668.4715532568803, 37.9872547522695, 1674.212572568141]","[2.9754574480468996, 3.574226213079581, 3.5041610101845193]","[231.45294086357757, 249.1264056146067, 231.33507428721947]","[1917.940306127738, 48.15307564893153, 2259.0515181549918]","[-897.5203439956524, -25.705920892531456, -2029.3907655871512]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.03138577801598219, 0.08058528331904136, 0.031145932601827353]","[0.29239336184565345, 0.5106897050901041, 0.2809214882893788]","[0.012, 0.022, 0.011]","[6.435895215463394, 5.722088120570191, 6.659740147447612]","[4.076769117825982, 4.076769117825982, 4.076769117825982]","[3.233563708804693, 2.6053351435897034, 3.4305718100930833]","[2.5230299244606624, 2.05185850054942, 2.670786000426955]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:38:06.847124,"[2000, 2001, 2002, 2003]","(-5.340496063232422, 164.684326171875, -126.63483428955078, 260.33148193359375)","(0.6428306698799133, 0.4145967662334442, 0.6778061985969543, 0.33143725991249084)","(163.30357360839844, -996.9509887695312, 146.32032775878906, -1003.3966064453125)","(199.4725799560547, -999.5950317382812, 165.3953399658203, -1001.3745727539062)","[1668.5185406931678, 38.07488069457923, 1674.282989570631]","[2.9801676787262577, 3.5755800180409447, 3.5079145457679157]","[231.28298003568923, 248.84997595945438, 231.16681186416517]","[1921.2277638083813, 48.31202856280401, 2260.9390560475244]","[-903.1302132175405, -25.8094512215073, -2036.3565944629142]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.031040262334506907, 0.07959145119854583, 0.030805361813270093]","[0.2922347890991924, 0.5105197295243452, 0.2808144036831415]","[0.012, 0.022, 0.011]","[6.435287128255454, 5.722649818124756, 6.660440787697701]","[4.076887168748373, 4.076887168748373, 4.076887168748373]","[3.2330620076417413, 2.6058441246228328, 3.431227890373066]","[2.5226536485884488, 2.0522402363242676, 2.6712780606369426]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:38:06.944914,"[2000, 2001, 2002, 2003]","(-5.174922466278076, 165.1151123046875, -126.63483428955078, 260.75)","(0.6429427862167358, 0.41499191522598267, 0.6778061985969543, 0.3313487470149994)","(163.36669921875, -996.9860229492188, 146.2802734375, -1003.4122314453125)","(199.4644775390625, -999.5735473632812, 165.3415069580078, -1001.4033813476562)","[1668.5655392334538, 38.16190115316478, 1674.3527174461415]","[2.9848373243828252, 3.5769257745960283, 3.5116340404649655]","[231.11427767186802, 248.57637908112426, 230.999799208832]","[1924.4933916416896, 48.46978584280778, 2262.796751274301]","[-908.6751346929124, -25.911960625884248, -2043.2548809391228]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.03069946900851056, 0.07861554846759189, 0.030469437517896103]","[0.292075741950167, 0.5103524008270321, 0.28070962207918193]","[0.012, 0.022, 0.011]","[6.434681150866984, 5.723191267387867, 6.661119635263414]","[4.077000971762617, 4.077000971762617, 4.077000971762617]","[3.232560920363947, 2.6063347809364803, 3.431863399842624]","[2.5222778331301035, 2.052608228559503, 2.671754692739111]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:38:07.045212,"[2000, 2001, 2002, 2003]","(-5.00562047958374, 165.5546875, -126.63483428955078, 261.17694091796875)","(0.6430542469024658, 0.41539135575294495, 0.6778061985969543, 0.33125951886177063)","(163.43115234375, -997.02197265625, 146.2394256591797, -1003.427978515625)","(199.4563751220703, -999.5519409179688, 165.28656005859375, -1001.4329223632812)","[1668.614014977169, 38.25100492876158, 1674.423981842575]","[2.98960814319399, 3.5783036491011613, 3.5154312395883784]","[230.94178883545322, 248.29745748647238, 230.82904017424337]","[1927.8361458450904, 48.63116776295776, 2264.680309744834]","[-914.3233604004682, -26.016558897260705, -2050.2945770043284]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.030353249625073686, 0.07762854600150776, 0.030128152431949218]","[0.29191066768606955, 0.5101826044092921, 0.280603913582879]","[0.012, 0.022, 0.011]","[6.434061005821692, 5.723729457748375, 6.661797734786694]","[4.077114097242676, 4.077114097242676, 4.077114097242676]","[3.232047133545486, 2.6068225066575055, 3.4324980522496285]","[2.521892493016257, 2.0529740228502718, 2.672230682044364]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:38:07.145109,"[2000, 2001, 2002, 2003]","(-4.840480804443359, 165.985595703125, -126.63483428955078, 261.595458984375)","(0.6431594491004944, 0.4157785475254059, 0.6778061985969543, 0.3311730921268463)","(163.4943389892578, -997.0574340820312, 146.1993865966797, -1003.4432373046875)","(199.4485626220703, -999.531005859375, 165.2327117919922, -1001.4619750976562)","[1668.6619661714738, 38.33859014094976, 1674.4938821840576]","[2.9942782554407477, 3.579649581582454, 3.519140652719101]","[230.77352874532423, 248.02543063738915, 230.66248190614004]","[1931.1144397018593, 48.789553208308085, 2266.5079592206184]","[-919.8355278541435, -26.119038365917408, -2057.2030362424157]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.030017677873266202, 0.07667358090711712, 0.029797375625405742]","[0.29174453086670854, 0.5100184947754915, 0.28050201547457393]","[0.012, 0.022, 0.011]","[6.4334482793629695, 5.724237344260316, 6.662443631161221]","[4.0772208597665625, 4.0772208597665625, 4.0772208597665625]","[3.2315380379344556, 2.60728279069887, 3.4331022593489564]","[2.5215106713079845, 2.0533192358812955, 2.67268383736886]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:38:07.245313,"[2000, 2001, 2002, 2003]","(-4.674380302429199, 166.421142578125, -126.63483428955078, 262.01812744140625)","(0.6432639360427856, 0.41616547107696533, 0.6778061985969543, 0.3310868442058563)","(163.55819702148438, -997.0933837890625, 146.15895080566406, -1003.4583740234375)","(199.44082641601562, -999.5101318359375, 165.17832946777344, -1001.4913940429688)","[1668.710827577221, 38.42733599228863, 1674.564483721926]","[2.9989922083203937, 3.5810043152516062, 3.5228744896776143]","[230.60428267874752, 247.7519226395159, 230.49496000201697]","[1934.4292062632016, 48.94977372763852, 2268.3351626458307]","[-925.3807283537249, -26.222468514598848, -2064.180883732378]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029682285516426432, 0.07572098507427227, 0.029466783702915]","[0.2915712964229023, 0.5098536544719043, 0.2803998397075002]","[0.012, 0.022, 0.011]","[6.432833470277607, 5.724741696425948, 6.663086139229632]","[4.077326885864489, 4.077326885864489, 4.077326885864489]","[3.2310268657558137, 2.607739891508705, 3.4337032625776387]","[2.521127292174003, 2.0536620614886716, 2.6731345897903718]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:38:07.344781,"[2000, 2001, 2002, 2003]","(-4.507223129272461, 166.861083984375, -126.63483428955078, 262.44500732421875)","(0.6433675289154053, 0.4165516197681427, 0.6778061985969543, 0.33100077509880066)","(163.6227264404297, -997.1300048828125, 146.1180877685547, -1003.4734497070312)","(199.4331817626953, -999.4893188476562, 165.12339782714844, -1001.521240234375)","[1668.760737642243, 38.517286407327475, 1674.635883713086]","[3.003749415454519, 3.582368734344644, 3.526634186677746]","[230.4339506464551, 247.47683078418328, 230.32637894136303]","[1937.780077797937, 49.11190161847265, 2270.162383879703]","[-930.9586757666209, -26.326890428125274, -2071.22996600758]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029346908029475705, 0.07477049165445909, 0.02913622058538473]","[0.2913911216527125, 0.5096881179646837, 0.28029742653784595]","[0.012, 0.022, 0.011]","[6.432217208280234, 5.725241653020973, 6.663724560932751]","[4.077431994334267, 4.077431994334267, 4.077431994334267]","[3.230514120384235, 2.6081930280822587, 3.4343003864112407]","[2.520742733145319, 2.054001913918837, 2.6735824326655737]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:38:07.445129,"[2000, 2001, 2002, 2003]","(-4.342207908630371, 167.297119140625, -126.63483428955078, 262.86767578125)","(0.6434681415557861, 0.4169289171695709, 0.6778061985969543, 0.3309165835380554)","(163.6866455078125, -997.1663818359375, 146.07765197753906, -1003.4881591796875)","(199.42575073242188, -999.468994140625, 165.06900024414062, -1001.5508422851562)","[1668.810562688126, 38.60661444074207, 1674.7065822449972]","[3.0084596761879085, 3.5837167624073754, 3.530346898404919]","[230.26579859651704, 247.20553766677756, 230.15996318657716]","[1941.1028919894734, 49.27266876469516, 2271.9541183312167]","[-936.4642353371906, -26.430196332080932, -2078.2114514957893]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.029017949357971584, 0.07384057090947954, 0.02881198261094281]","[0.2912068738981704, 0.5095251185034153, 0.2801968045584781]","[0.012, 0.022, 0.011]","[6.431612709497007, 5.7257271503378036, 6.664346138363908]","[4.077534069071046, 4.077534069071046, 4.077534069071046]","[3.2300108384763977, 2.6086330780675624, 3.434881691726092]","[2.520365271714441, 2.054331951407814, 2.6740184116517116]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:38:07.545500,"[2000, 2001, 2002, 2003]","(-4.179226875305176, 167.7291259765625, -126.63483428955078, 263.2861328125)","(0.643565833568573, 0.4172971546649933, 0.6778061985969543, 0.3308342397212982)","(163.7499542236328, -997.20263671875, 146.03761291503906, -1003.5025634765625)","(199.41854858398438, -999.4491577148438, 165.01515197753906, -1001.580322265625)","[1668.860398413874, 38.695328810442376, 1674.776720286861]","[3.0131232288192056, 3.5850492592481533, 3.534014151084452]","[230.09971611359688, 246.9378783585525, 229.99560674479957]","[1944.3975075348499, 49.43210938450133, 2273.711649138291]","[-941.8989112942127, -26.532419874131715, -2085.125568003709]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.02869510781753254, 0.07293031891469476, 0.02849377920921259]","[0.29101877614586097, 0.5093645732798318, 0.28009794211748584]","[0.012, 0.022, 0.011]","[6.431020774252936, 5.7261984826236105, 6.664951193449755]","[4.077633171406329, 4.077633171406329, 4.077633171406329]","[3.2295177443846366, 2.609060306545898, 3.435447480505602]","[2.51999545114562, 2.054652372766566, 2.6744427532363444]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:38:07.645525,"[2000, 2001, 2002, 2003]","(-4.0132622718811035, 168.1702880859375, -126.63483428955078, 263.71295166015625)","(0.6436635255813599, 0.4176672101020813, 0.6778061985969543, 0.3307512104511261)","(163.81455993652344, -997.2398071289062, 145.9967498779297, -1003.5169677734375)","(199.41136169433594, -999.42919921875, 164.96022033691406, -1001.6104125976562)","[1668.9117015451832, 38.78612191657697, 1674.8482118922864]","[3.0178828767344363, 3.5864072802487583, 3.537747604513793]","[229.9305931307605, 246.66567717612955, 229.8282499475319]","[1947.7644469064708, 49.595066670738454, 2275.4880167948168]","[-947.4292622336492, -26.6366612564667, -2092.1798682387976]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.028368462711245768, 0.07201193373026843, 0.028171826566729063]","[0.2908209082281355, 0.5092015849911067, 0.27999780533722113]","[0.011, 0.022, 0.011]","[6.430424055855457, 5.726669744188019, 6.6655580119808]","[4.077732264549809, 4.077732264549809, 4.077732264549809]","[3.2290204057123755, 2.609487488194634, 3.436014840319353]","[2.5196224471414244, 2.0549727590031184, 2.6748682730966573]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:38:07.745095,"[2000, 2001, 2002, 2003]","(-3.850799560546875, 168.6031494140625, -126.63483428955078, 264.13134765625)","(0.6437572240829468, 0.41802382469177246, 0.6778061985969543, 0.3306708335876465)","(163.87791442871094, -997.2764282226562, 145.9567108154297, -1003.5308837890625)","(199.4044647216797, -999.409912109375, 164.9063720703125, -1001.6400756835938)","[1668.962447554599, 38.875386951108155, 1674.918393587356]","[3.022551155465083, 3.5877378212667286, 3.5414011571781034]","[229.76503959467243, 246.3996493921396, 229.66443455653604]","[1951.070790083273, 49.7550772147676, 2277.213883428299]","[-952.8383842070482, -26.738785306557897, -2099.0976862486564]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.02805076523320732, 0.07112146861257179, 0.02785869418726339]","[0.29062086804734993, 0.5090426278716957, 0.2799004512322648]","[0.011, 0.022, 0.011]","[6.429847295992721, 5.72712167482504, 6.666141945286004]","[4.077827298272091, 4.077827298272091, 4.077827298272091]","[3.228539461676889, 2.60989716327812, 3.4365607156838602]","[2.51926173911481, 2.055280015315733, 2.6752776796200384]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:38:07.844840,"[2000, 2001, 2002, 2003]","(-3.6852052211761475, 169.04541015625, -126.63483428955078, 264.55816650390625)","(0.6438507437705994, 0.41838160157203674, 0.6778061985969543, 0.33058980107307434)","(163.9425811767578, -997.31396484375, 145.91586303710938, -1003.5448608398438)","(199.3975830078125, -999.3905029296875, 164.8514404296875, -1001.67041015625)","[1669.0146717342238, 38.96673359740576, 1674.9900257815302]","[3.0273188093874053, 3.58909520313377, 3.5451230397172964]","[229.59629713620652, 246.12894720536588, 229.49747033777027]","[1954.4512632207973, 49.91862450410925, 2278.9591639235646]","[-958.3473068177914, -26.842934208465525, -2106.157391360292]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.027729033415117288, 0.07022251875022872, 0.027541581126303782]","[0.2904104803889669, 0.5088812189289975, 0.27980187884001967]","[0.011, 0.021, 0.011]","[6.429266777604922, 5.727572678170747, 6.666726868495637]","[4.077922142204904, 4.077922142204904, 4.077922142204904]","[3.2280551261604953, 2.6103060136083798, 3.437107419079263]","[2.518898487477514, 2.0555866530634277, 2.67568770716659]","['Safe', 'Safe', 'Safe']"
2024/07/31/12:38:07.944850,"[2000, 2001, 2002, 2003]","(-3.5243523120880127, 169.4794921875, -126.63483428955078, 264.9765625)","(0.6439340114593506, 0.41872531175613403, 0.6778061985969543, 0.3305113613605499)","(164.0059814453125, -997.3509521484375, 145.87582397460938, -1003.5582885742188)","(199.3909912109375, -999.371826171875, 164.79759216308594, -1001.7001953125)","[1669.0663717657008, 39.05654463589063, 1675.060207270936]","[3.0319824204377035, 3.590417240135496, 3.5487520070501755]","[229.4323654933089, 245.86563444576996, 229.3352860171655]","[1957.761678925027, 50.07910076042516, 2280.648617557963]","[-963.7259141620829, -26.945102198565777, -2113.1038190899158]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.027418484761887796, 0.06935500601167327, 0.02723551154511744]","[0.2901982345041128, 0.5087283455902453, 0.279708719666921]","[0.011, 0.021, 0.011]","[6.428681972178723, 5.727974186253292, 6.6672646118444705]","[4.078006581885926, 4.078006581885926, 4.078006581885926]","[3.2275640578767453, 2.6106700080600156, 3.437609120534335]","[2.5185301862647016, 2.055859648902154, 2.6760639832578943]","['Safe', 'Safe', 'Safe']"
