time,.m_nShipID,.m_fltHeading,.m_fltVel_U,.m_fltPos_X,.m_fltPos_Y,.RD,.RC,.K,.DCPA,.TCPA,.UDCPA,UTCPA,.UD,.UB,.UK,.CRI,.Rf,.Ra,.Rs,.Rp,.encounter_classification
2024/07/30/14:35:10.860258,"[2000, 2001, 2002, 2003]","(-354.22296142578125, 181.84466552734375, -158.58203125, 124.884765625)","(0.38281428813934326, 0.5390823483467102, 0.49038398265838623, 0.32430705428123474)","(0.8576058745384216, 282.8662414550781, -995.0636596679688, -997.850341796875)","(206.6835174560547, 209.10134887695312, -1001.1773681640625, -996.80029296875)","[282.0191001591693, 1565.4990895144624, 1563.9025415533897]","[3.202285470854351, 3.3958320712297976, 2.7596302664220205]","[354.7141809287649, 584.7162517528649, 584.535464571315]","[398.56453720150324, 2014.4080054483663, 1635.3640629778565]","[305.3398375641322, -1463.5125309381372, -782.1369586707865]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.9286637318366429, 0.01931134940514323, 0.019031590065221038]","[0.556510932726678, 0.5389784910585437, 0.43100849181397893]","[0.081, 0.019, 0.015]","[5.204479817540594, 4.801522814670142, 5.423648419878964]","[3.770454194484583, 3.770454194484583, 3.770454194484583]","[1.7800652635898735, 1.8020553981830383, 2.304084109430296]","[1.432906090549548, 1.4493986914944215, 1.825920224929865]","['Overtaking', 'Safe', 'Safe']"
2024/07/30/14:35:10.960577,"[2000, 2001, 2002, 2003]","(-354.64117431640625, 181.8446044921875, -159.1728515625, 125.310546875)","(0.38360005617141724, 0.53910893201828, 0.49038398265838623, 0.3243067264556885)","(0.8948045969009399, 282.8117980957031, -995.1014404296875, -997.8591918945312)","(206.6943359375, 209.09959411621094, -1001.20947265625, -996.768798828125)","[281.92735389772076, 1565.5799066283143, 1563.9160383571461]","[3.1992843374672373, 3.386700519438447, 2.7594691186013933]","[355.129998338282, 585.133346813132, 584.951895488169]","[398.46471940100713, 2009.222060405583, 1635.3215685950054]","[304.98275843009804, -1452.268078907424, -777.6296273378653]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.9310247174894921, 0.01996533986071558, 0.01967936060044867]","[0.5548932640782502, 0.5378875342640662, 0.42980409444745415]","[0.081, 0.019, 0.016]","[5.2066707501640455, 4.807171682211713, 5.428498423452633]","[3.7715496607963086, 3.7715496607963086, 3.7715496607963086]","[1.7816068504618683, 1.806661253782938, 2.3082187798661016]","[1.4340622807035441, 1.4528530831943465, 1.829021227756719]","['Overtaking', 'Safe', 'Safe']"
2024/07/30/14:35:11.060205,"[2000, 2001, 2002, 2003]","(-355.04449462890625, 181.84454345703125, -159.7509765625, 125.728515625)","(0.38439318537712097, 0.5391345620155334, 0.49038398265838623, 0.3243064284324646)","(0.9314306378364563, 282.7584533691406, -995.1387329101562, -997.8681640625)","(206.7046661376953, 209.09786987304688, -1001.2405395507812, -996.7379760742188)","[281.83728378828215, 1565.658872100837, 1563.9293897914372]","[3.196384369657095, 3.377809500474262, 2.759383024905712]","[355.53102419039385, 585.5355438407722, 585.353450845114]","[398.3645959461894, 2004.1307779428466, 1635.3114681495736]","[304.6268840036252, -1441.1728699507314, -773.4633533130005]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.9332670414713438, 0.020607330290631165, 0.02031528598926058]","[0.5532902690231435, 0.5367860511987996, 0.42859482448511743]","[0.081, 0.019, 0.016]","[5.2088794081119065, 4.812861260661386, 5.433384240436047]","[3.772653989770239, 3.772653989770239, 3.772653989770239]","[1.7831614102781181, 1.8113029786804444, 2.3123862331985765]","[1.4352282005657313, 1.4563343768674761, 1.8321468177560756]","['Overtaking', 'Safe', 'Safe']"
2024/07/30/14:35:11.160070,"[2000, 2001, 2002, 2003]","(-355.44561767578125, 181.84442138671875, -160.3359375, 126.150390625)","(0.3852158486843109, 0.5391601324081421, 0.49038398265838623, 0.3243061304092407)","(0.9685921669006348, 282.70458984375, -995.1767578125, -997.87744140625)","(206.71481323242188, 209.09613037109375, -1001.2715454101562, -996.7068481445312)","[281.7461613003926, 1565.7384564798233, 1563.9429038953604]","[3.1934935862235054, 3.3688668337412873, 2.759355580354377]","[355.9298872538703, 585.9355022361486, 585.7527738432289]","[398.26126818317533, 1998.9693752512273, 1635.3273276565956]","[304.26197702789585, -1429.872456815282, -769.4760718830939]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.935463303930522, 0.021256871986208625, 0.020958736371835707]","[0.5516550985259864, 0.5356401179347523, 0.4273466758943076]","[0.081, 0.019, 0.016]","[5.2111673491863115, 4.8187498072389925, 5.438441914427706]","[3.7737979603074416, 3.7737979603074416, 3.7737979603074416]","[1.7847723035249807, 1.8161098558802997, 2.3167026518017937]","[1.4364363705008785, 1.4599395347673676, 1.8353841317084882]","['Overtaking', 'Safe', 'Safe']"
2024/07/30/14:35:11.259902,"[2000, 2001, 2002, 2003]","(-355.839599609375, 181.8443603515625, -160.919921875, 126.572265625)","(0.386030375957489, 0.5391852855682373, 0.49038398265838623, 0.32430583238601685)","(1.0059161186218262, 282.65069580078125, -995.2150268554688, -997.8869018554688)","(206.72467041015625, 209.09439086914062, -1001.3021240234375, -996.6758422851562)","[281.6548487568172, 1565.8177468828324, 1563.9565110791455]","[3.1906479765608027, 3.3599936311582077, 2.7593769161814854]","[356.32166704637285, 586.3282914631454, 586.144942091594]","[398.15568286751767, 1993.8094512347793, 1635.3646175512147]","[303.90127806047576, -1418.5665702929543, -765.7144576636427]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.9375874016862709, 0.02190563022525477, 0.02160145435988542]","[0.5500371575534243, 0.5344931359554458, 0.4260999490187264]","[0.081, 0.019, 0.016]","[5.213429701803179, 4.824567240277339, 5.4434395568392215]","[3.7749291366158753, 3.7749291366158753, 3.7749291366158753]","[1.7863657106209627, 1.8208615082820885, 2.3209702092461093]","[1.4376314258228649, 1.4635032740687093, 1.838584799791725]","['Overtaking', 'Safe', 'Safe']"
2024/07/30/14:35:11.361357,"[2000, 2001, 2002, 2003]","(-356.22686767578125, 181.84429931640625, -161.50390625, 126.994140625)","(0.38686731457710266, 0.5392100811004639, 0.49038398265838623, 0.32430553436279297)","(1.043400764465332, 282.5968017578125, -995.253662109375, -997.8966674804688)","(206.73423767089844, 209.0926513671875, -1001.3323364257812, -996.6448974609375)","[281.56337836932744, 1565.896867012669, 1563.9702412801457]","[3.187844778757311, 3.3511721436870516, 2.7594645732091645]","[356.7067908108456, 586.7143367952879, 586.530378016569]","[398.04798164535333, 1988.6427773583412, 1635.4310514177769]","[303.534724306314, -1407.1894504491843, -762.1804348799768]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.9396432094175622, 0.02255379581620437, 0.022243623418859992]","[0.5484036651781569, 0.5333127161682225, 0.4248266067708148]","[0.081, 0.019, 0.016]","[5.21575124367649, 4.830531456256843, 5.448564336692845]","[3.7760899075525307, 3.7760899075525307, 3.7760899075525307]","[1.788001353278472, 1.825735969143608, 2.3253487816894145]","[1.4388581578159967, 1.4671591197148488, 1.8418687291242037]","['Overtaking', 'Safe', 'Safe']"
2024/07/30/14:35:11.460143,"[2000, 2001, 2002, 2003]","(-356.60784912109375, 181.84423828125, -162.0947265625, 127.419921875)","(0.3877253830432892, 0.5392346978187561, 0.49038398265838623, 0.3243052363395691)","(1.0810446739196777, 282.5423583984375, -995.2930297851562, -997.9066772460938)","(206.7435302734375, 209.0908966064453, -1001.3624267578125, -996.61376953125)","[281.47120198425836, 1565.976249137838, 1563.9838785412503]","[3.185080775824237, 3.3423329087004743, 2.7596430750787038]","[357.08568056437167, 587.0940612250421, 586.9095052700354]","[397.93748102619566, 1983.4299396283727, 1635.5371400603688]","[303.1620786465572, -1395.6597022459491, -758.9136210090561]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.941634423329694, 0.02320160630420559, 0.022885479267849118]","[0.5467556552652255, 0.5320896409953668, 0.42352554037282136]","[0.081, 0.019, 0.016]","[5.218128189665499, 4.836632342014826, 5.45380764287818]","[3.7772783805470356, 3.7772783805470356, 3.7772783805470356]","[1.7896766053838866, 1.830725184527138, 2.3298311898724267]","[1.440114596895058, 1.4709010312524964, 1.8452305352614629]","['Overtaking', 'Safe', 'Safe']"
2024/07/30/14:35:11.560171,"[2000, 2001, 2002, 2003]","(-356.9866943359375, 181.84417724609375, -162.6787109375, 127.841796875)","(0.3886113166809082, 0.5392587780952454, 0.49038398265838623, 0.3243049681186676)","(1.1192258596420288, 282.48846435546875, -995.332275390625, -997.9168701171875)","(206.75262451171875, 209.0891571044922, -1001.391845703125, -996.5829467773438)","[281.37903978810584, 1566.0552252285522, 1563.9980597794236]","[3.1823256602030194, 3.3335767859264513, 2.759815494195574]","[357.4624761941367, 587.471617585808, 587.2864785199965]","[397.8254570624591, 1978.2325933598236, 1635.6413322109995]","[302.78220345591984, -1384.1104168797, -755.6870667491962]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.9435836752005564, 0.023855861432191205, 0.02353377253957073]","[0.5450777626099387, 0.530846357708828, 0.4221933840027386]","[0.081, 0.019, 0.016]","[5.220578930859362, 4.8429166516620334, 5.459209627339771]","[3.7785037511439667, 3.7785037511439667, 3.7785037511439667]","[1.791404475961075, 1.8358676342121116, 2.33445197076276]","[1.441410499827949, 1.4747578685162266, 1.8486961209292128]","['Overtaking', 'Safe', 'Safe']"
2024/07/30/14:35:11.662956,"[2000, 2001, 2002, 2003]","(-357.3514404296875, 181.8441162109375, -163.2578125, 128.2587890625)","(0.3894686698913574, 0.5392822027206421, 0.49038398265838623, 0.3243046700954437)","(1.1568022966384888, 282.4350891113281, -995.3713989257812, -997.9271850585938)","(206.76126098632812, 209.08743286132812, -1001.4205322265625, -996.5525512695312)","[281.2880053727672, 1566.1328214775597, 1564.0119108746364]","[3.179666241352515, 3.3249858902349048, 2.760053089525381]","[357.82526581460303, 587.8350677624927, 587.6493655730502]","[397.71299023465616, 1973.101811842283, 1635.773551693993]","[302.41415680615796, -1372.706622205493, -752.7680339663955]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.9454311610527637, 0.02449528071346302, 0.02416739324127326]","[0.5434539064794676, 0.5296175298824868, 0.42089059271900564]","[0.081, 0.019, 0.016]","[5.222947338895832, 4.848984082354409, 5.464426465351122]","[3.779687955162202, 3.779687955162202, 3.779687955162202]","[1.793074884743979, 1.8408357258166224, 2.3389169883324255]","[1.442663306415127, 1.4784839372196095, 1.852044884106462]","['Overtaking', 'Safe', 'Safe']"
2024/07/30/14:35:11.759790,"[2000, 2001, 2002, 2003]","(-357.7138671875, 181.84405517578125, -163.841796875, 128.6806640625)","(0.390363484621048, 0.539305567741394, 0.49038398265838623, 0.32430440187454224)","(1.194912075996399, 282.3811950683594, -995.4112548828125, -997.9378051757812)","(206.7697296142578, 209.085693359375, -1001.4491577148438, -996.5219116210938)","[281.19592043680865, 1566.2110473883465, 1564.0259823145436]","[3.1770172740011007, 3.3163641018651004, 2.760360273279674]","[358.1857676877969, 588.1961576829725, 588.009900048694]","[397.5976051472699, 1967.9228695659895, 1635.9367104165449]","[302.03435979457686, -1361.1299676580654, -750.0202070132426]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.947238383066284, 0.02513993342676135, 0.02480623682158578]","[0.5417914225544741, 0.5283390369780541, 0.4195431993594261]","[0.081, 0.019, 0.016]","[5.2254158136498035, 4.855301863223581, 5.469859588242036]","[3.7809221925391876, 3.7809221925391876, 3.7809221925391876]","[1.7948164823511445, 1.8460120596988867, 2.3435698596841066]","[1.4439695046205012, 1.482366187631308, 1.8555345376202228]","['Overtaking', 'Safe', 'Safe']"
2024/07/30/14:35:11.859999,"[2000, 2001, 2002, 2003]","(-358.07037353515625, 181.843994140625, -164.4326171875, 129.107421875)","(0.3912679851055145, 0.5393288135528564, 0.49038398265838623, 0.32430413365364075)","(1.2331736087799072, 282.3267517089844, -995.4517211914062, -997.9487915039062)","(206.7779083251953, 209.0839385986328, -1001.4776611328125, -996.4910278320312)","[281.10313702521205, 1566.289441293349, 1564.0399754914763]","[3.1744048106749885, 3.307724989567575, 2.760753417953984]","[358.5404050420959, 588.5512962311531, 588.3644870518096]","[397.47969073128644, 1962.7044777477176, 1636.1376826305736]","[301.6520695783605, -1349.432751982999, -747.5201965269952]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.9489882527230735, 0.025783136684193242, 0.025443662954554802]","[0.5401271586650032, 0.5270298191433879, 0.4181789872748134]","[0.081, 0.019, 0.016]","[5.227907471623587, 4.861672785288819, 5.4753396292746555]","[3.7821680215260796, 3.7821680215260796, 3.7821680215260796]","[1.7965750706842327, 1.8512352947460475, 2.3482657344735105]","[1.4452884458703175, 1.4862836139166786, 1.8590564437122759]","['Overtaking', 'Safe', 'Safe']"
2024/07/30/14:35:11.960163,"[2000, 2001, 2002, 2003]","(-358.423583984375, 181.84393310546875, -165.0166015625, 129.529296875)","(0.3921680748462677, 0.5393514633178711, 0.49038398265838623, 0.32430386543273926)","(1.2719694375991821, 282.2728576660156, -995.4921875, -997.9598999023438)","(206.785888671875, 209.0821990966797, -1001.5054321289062, -996.4605712890625)","[281.0103706783616, 1566.3674580862246, 1564.0545658397048]","[3.171809694650292, 3.299183554893234, 2.7611228238843517]","[358.8917887933365, 588.9031022757699, 588.715765049731]","[397.3603974751179, 1957.518713824847, 1636.3291982960343]","[301.2728662432696, -1337.7960259059541, -745.0484595770315]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.9506946084723154, 0.026429325180297947, 0.026084108333688738]","[0.5395740433425148, 0.5257313324381562, 0.41681589982691786]","[0.082, 0.019, 0.016]","[5.230383462986248, 4.867997505188589, 5.480781153913746]","[3.78340601720741, 3.78340601720741, 3.78340601720741]","[1.798323232365704, 1.856423990350907, 2.3529314089795372]","[1.4465995671314207, 1.490175135620323, 1.8625556995917958]","['Overtaking', 'Safe', 'Safe']"
2024/07/30/14:35:12.060476,"[2000, 2001, 2002, 2003]","(-358.7635498046875, 181.8438720703125, -165.5947265625, 129.9462890625)","(0.39307084679603577, 0.5393735766410828, 0.49038398265838623, 0.32430359721183777)","(1.3101414442062378, 282.219482421875, -995.5324096679688, -997.9710693359375)","(206.79345703125, 209.08047485351562, -1001.5325317382812, -996.4304809570312)","[280.9187506784972, 1566.4440877773143, 1564.0687631878593]","[3.1693052450624086, 3.290806255420709, 2.7615702503734876]","[359.2300119499197, 589.2416631035156, 589.0538132433676]","[397.2410671759399, 1952.4076867929155, 1636.554537164328]","[300.89503893053137, -1326.2755921768285, -742.8583712540608]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.9523111329050542, 0.027059708732711574, 0.026708906445628344]","[0.5393430538436944, 0.5244179955776304, 0.4154552480116803]","[0.082, 0.019, 0.015]","[5.232863322550434, 4.874325986660687, 5.486227128411742]","[3.784645946989503, 3.784645946989503, 3.784645946989503]","[1.8000747549429443, 1.8616191034476033, 2.3576036971979346]","[1.4479132090643512, 1.4940714704428455, 1.8660599157555937]","['Overtaking', 'Safe', 'Safe']"
2024/07/30/14:35:12.160079,"[2000, 2001, 2002, 2003]","(-359.104248046875, 181.84381103515625, -166.185546875, 130.373046875)","(0.3940107524394989, 0.5393957495689392, 0.49038398265838623, 0.3243033289909363)","(1.3492341041564941, 282.1650390625, -995.5737915039062, -997.9827270507812)","(206.8009033203125, 209.07872009277344, -1001.5597534179688, -996.3998413085938)","[280.8251429780993, 1566.5220423105775, 1564.083346013884]","[3.1667885191989513, 3.2823001334683792, 2.7620927355112577]","[359.56898836091045, 589.5808977988474, 589.392538475951]","[397.11774740996316, 1947.1942646274922, 1636.8138755887142]","[300.50467962130966, -1314.4727407283467, -740.8175087873017]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.9539056447416252, 0.027699776986973512, 0.027343335905448296]","[0.5390747030020288, 0.5230472138037336, 0.4140456829297711]","[0.082, 0.019, 0.015]","[5.235441465066291, 4.880898809470907, 5.4918846180874485]","[3.7859350182474314, 3.7859350182474314, 3.7859350182474314]","[1.8018963624701922, 1.8670183279643202, 2.3624604177692303]","[1.449279414709787, 1.498120888830383, 1.8697024561840656]","['Overtaking', 'Safe', 'Safe']"
2024/07/30/14:35:12.260752,"[2000, 2001, 2002, 2003]","(-359.4327392578125, 181.84375, -166.763671875, 130.7900390625)","(0.3949492871761322, 0.5394172072410583, 0.49038398265838623, 0.3243030607700348)","(1.387695074081421, 282.1116638183594, -995.6146240234375, -997.9943237304688)","(206.8079376220703, 209.07701110839844, -1001.5859985351562, -996.3699340820312)","[280.73323898082054, 1566.5981752022474, 1564.0977345702559]","[3.1643551002611283, 3.2740175901334108, 2.762642803329201]","[359.8958472123984, 589.9079266062301, 589.7190837344182]","[396.9953663289917, 1942.0962201088382, 1637.0852609724664]","[300.1176280830453, -1302.8821875907065, -738.9498675432184]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.955418782766831, 0.02832484569939081, 0.027962935408245404]","[0.5387824919879587, 0.5216788744960166, 0.4126461432438733]","[0.082, 0.019, 0.015]","[5.238012073986182, 4.887445878560406, 5.497521246066883]","[3.787220322707377, 3.787220322707377, 3.787220322707377]","[1.80371332441128, 1.8723999732755165, 2.367302233219819]","[1.4506421361656028, 1.5021571228137804, 1.8733338177720071]","['Overtaking', 'Safe', 'Safe']"
